zip,type,year_built,listPrice,lastSoldPrice,list_to_sold_ratio,sqft,price_per_sqft,stories,beds,baths,baths_full,baths_full_calc,garage,sanitized_text
98532,single_family,1977.0,475087.0,475055.0,0.9999,1780.0,266.88,1.0,3.0,2.0,1.0,1.0,,"3-bedroom, 1.5-bath home offers 1,784 sq ft of comfortable living space on over 1/3 of an acre. home is equipped with a mini-split heat pump for efficient heating and cooling, plus an ultra-efficient pellet stove."
98922,single_family,1988.0,374912.0,364906.0,0.9733,340.0,1073.25,1.0,0.0,1.0,,1.0,,"the 2.95-acre parcel offers direct access to FS Road 3350 and over [ADDRESS REDACTED]s. it features a small kitchen, a 3/4 bath, and an additional loft."
98033,condo,2025.0,2299904.0,2200090.0,0.9566,2170.0,1013.87,1.0,2.0,3.0,2.0,2.0,,"each spacious condo is thoughtfully designed for modern living with over 2,000 sqft. open concept layout is perfect for entertaining, featuring a gourmet kitchen with Thermador appliances, walk-in pantry & a dedicated office."
98188,condo,1993.0,360090.0,349943.0,0.9718,930.0,376.28,3.0,2.0,2.0,1.0,2.0,,this beautiful enclave boasts beautiful garden spaces with mature Rhododendrons that keep residents close to nature.
98125,single_family,1954.0,775076.0,780087.0,1.0065,1390.0,561.21,2.0,3.0,2.0,1.0,2.0,,"a cozy home in a convenient north Seattle location offers comfort, functionality, & a spacious lot. ss-appliances, generous cabinetry, and walk-in pantry."
98105,condo,1949.0,320056.0,320055.0,1.0,600.0,533.42,1.0,1.0,1.0,1.0,1.0,,"no RENTAL CAP is a style famous for clean lines, minimalist aesthetics and connection to nature. a private exterior entrance opens to a sprawling, freshly carpeted multi-functioning great room. lack of rental cap, proximity to UW and Children's Hospital sure to maximize flexibility."
98409,mobile,1978.0,89858.0,80078.0,0.8912,1340.0,59.76,1.0,2.0,2.0,1.0,2.0,,"this charming, quiet neighborhood offers a welcoming atmosphere and a strong sense of community. affodable housing with stylish conveniences include parks with walking trails, restaurants and retail stores."
98642,single_family,2025.0,724757.0,724926.0,1.0002,2810.0,257.98,2.0,4.0,3.0,3.0,3.0,2.0,"the Quincy is a charming entry foyer. the open great room includes the chef kitchen layout, cafe, and gathering room."
98371,single_family,1956.0,485075.0,489940.0,1.01,1160.0,422.36,1.0,3.0,2.0,1.0,1.0,,"3-bedroom, 1.5-bath rambler blends timeless character with thoughtful updates throughout. updated kitchen shines with updated counters and new stainless steel appliances that stay."
99037,single_family,1964.0,399968.0,389858.0,0.9747,3260.0,119.59,2.0,4.0,2.0,1.0,1.0,,"this 3,264 sq ft home within the CV School District sits on a private, partially fenced oversized lot just minutes from everything you need."
98382,single_family,1999.0,559059.0,558929.0,0.9998,1980.0,282.29,,3.0,2.0,2.0,2.0,2.0,"spacious living areas plus a bonus room provide flexibility for a den, media/gaming room, home office, or additional dining space. large bedrooms and well-appointed bathrooms offer comfort and style, including a deep jetted soaking tub."
98203,single_family,1948.0,1149903.0,1225068.0,1.0654,2970.0,412.48,1.0,3.0,3.0,1.0,3.0,,"this mid-century rambler with a daylight basement offers approximately 3,000 square feet of living space. a formal living room, dining room, kitchen, utility room, and two view bedrooms on the main level."
98038,single_family,2006.0,750039.0,749898.0,0.9998,2020.0,371.24,2.0,3.0,3.0,2.0,2.0,,"this 2,023 sq ft home features an open and functional floor plan. the primary suite offers a private retreat with an en-suite bath and generous closet space."
98407,single_family,1938.0,1068082.0,1068073.0,1.0,3220.0,331.7,2.0,5.0,3.0,1.0,2.0,,"this 2 story home was just fully updated with high-end finishes throughout, wet-bar in the basement perfect for entertainment. all new Gutters, 50 year roof, exterior paint, interior paint, tile in all bathrooms & engineered flooring through-out the main floor."
98665,single_family,1901.0,529930.0,529937.0,1.0,2420.0,218.98,3.0,3.0,3.0,3.0,3.0,2.0,"this home offers amazing flexibility--the possibilities are endless. the walkthrough kitchen leads to a beautiful sunroom that can be used to house indoor plants, provide storage, or act as a craft room."
98248,single_family,1993.0,609909.0,610056.0,1.0002,1530.0,398.73,1.0,3.0,2.0,1.0,2.0,,"new carpet in all three bedrooms and a beautifully updated kitchen featuring tile flooring, new cabinetry, and quartz countertops. bathrooms have been completely remodeled with new vanities, quartz countertops, tile, toilets, and updated shower/tub surrounds."
98625,mobile,1984.0,480077.0,479936.0,0.9997,1800.0,266.63,1.0,3.0,2.0,2.0,2.0,1.0,"this 3-bedroom, 2-bath, 1,800 sq. ft. home is nestled on nearly 2 peaceful acres. the expansive primary bedroom boasts a walk-in closet and private ensuite, offering a serene retreat."
98631,mobile,1995.0,450072.0,449949.0,0.9997,1780.0,252.78,1.0,3.0,2.0,2.0,2.0,2.0,"this 1996 Marlette Double Wide Model Desert M,Vaulted Ceilings, Primary With Ensuite, Two Guest Bedrooms, Open Kitchen With Skylights, Dining Room, Living Room, Family Room."
98682,land,,19878.0,19854.0,0.9988,,,,,,,,,"inexpensive land for sale in a residential neighborhood. only [PRICE REDACTED] and may be used for storing your vehicles, boats, rv's or a community garden."
99207,single_family,1955.0,360061.0,365100.0,1.014,1920.0,190.16,1.0,4.0,2.0,2.0,2.0,1.0,"the home is a place to live and play. it offers a home to live, but a location to live. the home has been restored and meticulously curated."
99026,single_family,1981.0,799054.0,761932.0,0.9535,3330.0,228.81,2.0,5.0,4.0,3.0,3.0,2.0,Is Lake Life Calling You? This well-maintained Long Lake Waterfront home is just a few minutes from all the suncrest amenities.
98031,single_family,1978.0,769922.0,765094.0,0.9937,2720.0,281.28,2.0,4.0,3.0,2.0,3.0,,"Featuring 4 bedrooms and 3 full baths, it offers modern updates, flexible living spaces, and elegant finishes. the upper level boasts newer flooring, trim, blinds, wood fireplace and fresh paint."
99026,single_family,1980.0,469805.0,464827.0,0.9894,2240.0,207.51,1.0,4.0,2.0,1.0,1.0,,"new wood laminate flooring throughout the main floor. newer baseboard heaters. Finished basement w/ large family room, home office area, extra open rec/room space."
98642,single_family,2017.0,524947.0,524904.0,0.9999,2210.0,237.51,2.0,4.0,2.0,2.0,2.0,2.0,"4-Bedroom home on a Quiet Cul-de-Sac | Corner Lot with Park View. Featuring a bright and inviting entrance, this spacious residence offers 4 bedrooms upstairs. open-concept kitchen includes a gas stove and all appliances are included."
99223,single_family,1972.0,474907.0,480058.0,1.0108,1890.0,254.0,,4.0,3.0,3.0,3.0,2.0,"4 bed, 3 bath home in a tucked-away south Hill neighborhood offers space, updates, and an unbeatable setting-walking distance to schools and the dog park. the home features hardwood floors, brand new carpet, and a cozy fireplace anchoring the main living room."
98056,single_family,2009.0,2298092.0,2179936.0,0.9486,4880.0,446.71,2.0,5.0,4.0,3.0,3.0,,"the home offers sweeping panoramic views encompassing Lake Washington, Mercer Island, and the Olympic Mountains. the home is located just minutes from Kennydale Beach Park, East Trail for walking and biking, Coulon Beach Park and SeaTac Airport."
99320,farm,,2499936.0,2174913.0,0.87,,,,,,,,,the benton Acord North Orchard and Eastside Residence offers 4 parcels totaling 234+ acres. over 71% of the acreage is dedicated to fresh-market cherries. the property also includes new high-density apple plantings in vertical and V-trellis systems.
99217,single_family,2019.0,539918.0,530061.0,0.9817,2560.0,207.06,1.0,4.0,3.0,3.0,3.0,2.0,"the Craftsman townhome features an open living space filled with natural light, a well-appointed kitchen with quartz countertops and stainless steel appliances. a second main-floor bedroom and full bath provide flexibility for guests or work-from-home needs."
99206,multi_family,1951.0,298942.0,298908.0,0.9999,,,1.0,2.0,1.0,1.0,1.0,,this 2 bedroom cottage is situated on a rare 1/3 acre lot zoned multifamily residential. it offers a unique opportunity for both homeowners and investors alike.
98596,single_family,2025.0,424812.0,424829.0,1.0,1560.0,272.33,1.0,3.0,2.0,2.0,2.0,,"the open concept kitchen-dining-great room layout creates a seamless flow. custom alder cabinets, quartz countertops, luxury vinyl plank & LVT flooring, and a large, covered patio."
98275,single_family,1992.0,1499085.0,1600070.0,1.0674,3800.0,421.07,2.0,4.0,3.0,2.0,2.0,,"the 3 bedroom, 2.5 bathrooms, a dedicated office/den, and a huge bonus room ideal for media, play, or multi-purpose use. the spacious primary suite includes a five-piece bath and walk-in closet."
98382,mobile,1997.0,549932.0,559927.0,1.0182,1560.0,358.93,1.0,3.0,3.0,2.0,2.0,,"Embrace rural country living, with big views of hurricane Ridge and the Olympic Mountains. newer metal roof, covered outdoor living area, fenced dog yard, convenient breezeway between the home and the huge three bay shop/garage."
98604,single_family,2022.0,584847.0,584810.0,0.9999,1780.0,328.54,1.0,3.0,2.0,2.0,2.0,2.0,multiple offers received. this home is custom built by award-winning Generations NW. the home is a one level beauty loaded with upgrades.
99202,condo,1994.0,315099.0,305050.0,0.9681,820.0,372.01,1.0,1.0,1.0,1.0,1.0,1.0,"this rare Riverpoint Village condo offers unobstructed views from your private patio, living room, dining area, kitchen, and bedroom. a short 5-minute walk to Gonzaga, WSU, and UW Medicine campuses."
98275,single_family,1978.0,995072.0,994912.0,0.9998,3190.0,311.88,2.0,5.0,3.0,3.0,3.0,,"centrally located home in the desirable area of Harbour Pointe. features 4 Bedrooms, Den or bedroom, and 3 Baths."
98926,single_family,1936.0,556905.0,558076.0,1.0021,3380.0,165.11,2.0,4.0,2.0,1.0,2.0,,"this 1936 traditional home has been well maintained and is full of charm & character. the central kitchen has a mid-century vibe with vintage cabinets, sink and oven."
98110,single_family,2024.0,2787916.0,2747409.0,0.9855,3920.0,700.87,2.0,4.0,4.0,3.0,3.0,,"a home of this caliber blends high end craftsmanship with an inviting sense of comfort. a checkerboard marble entry welcomes you with quiet elegance, opening to sunlit living spaces enriched by wood beamed ceilings and arched metal and glass doors leading to a paneled private office."
98126,single_family,1925.0,1394911.0,1430100.0,1.0252,3180.0,449.72,2.0,5.0,4.0,1.0,4.0,,"this home lives large with 5 bedrooms and 3.25 bathrooms. the main floor has 2 bedrooms, one could be an office with walk out deck to the dreamy backyard."
99204,single_family,1903.0,424912.0,400089.0,0.9416,3360.0,119.07,2.0,5.0,2.0,1.0,1.0,1.0,"5-bed, 1.5-bath Craftsman offers 3,300+ sq ft of charm and potential. a welcoming front porch sets the stage for warmth and elegance. original woodwork, hardwood floors, and architectural details shine throughout."
98092,single_family,1930.0,650059.0,700076.0,1.0769,900.0,777.86,1.0,2.0,1.0,1.0,1.0,,"the land is fully fenced and beautifully open, with a metal roof, stables, and an outdoor arena. a large insulated shop with three garage doors and a wood stove is ready for projects, storage, and serious tinkering."
98686,single_family,2025.0,819968.0,819827.0,0.9998,3120.0,262.77,2.0,4.0,3.0,3.0,3.0,2.0,"this open concept Laurel floorplan features an expanded Great Room and Dining, oversized island, quartz counter tops, built in appliances and a large walk in pantry. upstairs, you'll find an indulgent primary suite with tiled shower, garden soaking tub and dual vanities."
98118,single_family,2023.0,534927.0,534931.0,1.0,950.0,563.09,2.0,2.0,3.0,1.0,2.0,,"the two-story modern home is a short half-mile stroll from the Othello light rail station. it features a generously sized pantry, an induction stove, a large walk-in primary closet and a half bath on the main floor."
98133,single_family,1948.0,735075.0,770908.0,1.0487,1660.0,464.4,2.0,2.0,2.0,2.0,2.0,,"the 1,650 sq ft property offers multi-level living with income or multi-generational potential. the top floor features a bright 2 bed, 1 bath living space with beautifully refinished hardwood floors, cozy bathroom heated floors."
98513,single_family,2015.0,499848.0,499930.0,1.0002,1570.0,318.43,2.0,3.0,3.0,2.0,2.0,,"Exceptional 3-bed, 2.5-bath home offers comfort, style, & functionality. the living room flows seamlessly into the dining area & kitchen."
98233,single_family,2010.0,398823.0,398979.0,1.0004,1080.0,369.42,1.0,3.0,2.0,2.0,2.0,,"this charming 1,080 sq. ft. single-story townhome features 3 bedrooms, 2 full baths, and a single-car garage. the thoughtful layout provides comfortable living with abundant natural light throughout, while the fenced backyard creates a safe and welcoming outdoor retreat."
98118,single_family,1967.0,1249943.0,1365054.0,1.0921,2460.0,554.9,2.0,3.0,3.0,2.0,3.0,,"a dramatic, light-filled split-level entry opens to welcoming living spaces. hardwood floors, a West-facing picture window, and an original stone fireplace create a focal point for gathering or unwinding."
98528,single_family,1983.0,455087.0,450066.0,0.989,1580.0,284.85,1.0,3.0,2.0,2.0,2.0,,"rambler is set on a nice-sized lot in the desirable riverhill neighborhood. the home offers nearly 1,600 sq ft of comfortable living with brand-new carpet and fresh interior paint."
98164,condo,2008.0,658916.0,639937.0,0.9712,1240.0,516.08,1.0,1.0,2.0,,1.0,,5th and Madison residence offers breathtaking views of the city. the home features sweeping panoramas of Puget Sound and the iconic Seattle skyline.
98387,single_family,2022.0,649997.0,639928.0,0.9845,2930.0,218.41,2.0,5.0,3.0,3.0,3.0,,"5-bed, 3-full bath home offers a generous credit toward closing costs and prepaid expenses. the home features a 3-car garage designed for easy living & entertaining."
98370,single_family,1996.0,659863.0,656925.0,0.9955,1860.0,353.19,3.0,3.0,3.0,2.0,2.0,,beautifully maintained & thoughtfully upgraded tri-level on 1.53 acres backing to port Gamble Heritage Forest. Enjoy immediate access to 50+miles of premier biking trails 3 bd/ 2.5 bath.
98274,single_family,1996.0,694932.0,704914.0,1.0144,2700.0,261.08,1.0,5.0,3.0,2.0,3.0,,"this 2,704 sq foot home is cited on a shy half-acre with westerly views. features 5 bedrooms and 3 bathrooms and a full bath."
98121,condo,1980.0,399099.0,393072.0,0.9849,820.0,479.36,1.0,1.0,1.0,1.0,1.0,,the one-bedroom condo has undergone a complete studs-out renovation. the open-concept living space showcases iconic Space Needle views. an enclosed patio extends the living area and offers a flexible retreat.
98407,single_family,1990.0,948070.0,964943.0,1.0178,2130.0,453.02,1.0,3.0,2.0,2.0,2.0,,"this 3-bed, 2 bath home is true perfection. it's move-in ready from top to bottom."
98335,single_family,1979.0,774934.0,782827.0,1.0102,1860.0,420.87,3.0,3.0,3.0,1.0,2.0,,"everything has been updated, from the septic system to the interior flooring. oversized backyard offers exceptional privacy and space to enjoy the outdoors."
98362,single_family,1940.0,358904.0,361052.0,1.006,1540.0,234.45,,4.0,2.0,2.0,2.0,,"single-story home in a friendly high school neighborhood features an inviting open floor plan that leads you into a cozy living room warmed by a freestanding woodstove. a versatile bonus room offers options for an office, craft space, or exercise area."
98092,townhomes,2004.0,490058.0,476907.0,0.9732,1730.0,275.67,2.0,2.0,3.0,1.0,2.0,,"the move in ready townhome offers vaulted ceilings, an updated bath with dual sinks, a bidet, oversized shower, and a custom walk-in closet. the main-floor primary suite offers an upgraded carpet,. a secondary bedroom, and full bath that has been redone as well."
98564,single_family,1945.0,314953.0,314989.0,1.0001,860.0,366.27,1.0,3.0,1.0,1.0,1.0,,Mossyrock -- Great for Vacation Getaway or Full-time Living -- 3 Bedroom / 1 Bath -- UPDATED Throughout -- Living Room -- Kitchen w/ Open Space & Eating Area -- LARGE Lot -- NEWER Roof -- Vinyl Windows -- NEW Laminate Flooring -- NEW Fixtures -- New Interior & Exterior.
98407,single_family,1928.0,854927.0,989939.0,1.1579,2290.0,432.29,2.0,3.0,2.0,1.0,2.0,,"a storybook brick home in the Proctor district feels instantly welcoming. the thoughtful layout offers bedrooms and baths on each level-perfect for evolving lifestyle needs. walk to Proctor, Old Town, UPS, or the waterfront-this is North End living at its best."
98112,single_family,1931.0,2694910.0,2649937.0,0.9833,3150.0,841.25,2.0,3.0,3.0,2.0,2.0,,"the 1930 residence is set beneath two stately Tulip Trees on a quiet street in washington d.c. it offers a rare combination of immediate comfort and enduring potential. the traditional layout, with three bedrooms + two baths and a den/office up, supports ease in day-to-day living."
98052,single_family,2025.0,2774941.0,2700051.0,0.973,4650.0,580.66,2.0,6.0,5.0,3.0,4.0,,"the flowing Kitchen is equipped w/ quartz counters & island, 48"" Sub-Zero fridge/freezer, Wolf 6-burner gas range. family room leads to covered deck w/2-temp wine cooler."
98072,single_family,1991.0,979073.0,999932.0,1.0213,1500.0,666.62,1.0,3.0,2.0,2.0,2.0,,"this beautifully renovated 3-bedroom, 2-bath home features modern finishes, an open-concept layout, and abundant natural light throughout. remodeled designer bathrooms and comfortable bedrooms are thoughtfully designed with everyday living in mind."
98597,single_family,2003.0,479894.0,499949.0,1.0418,1800.0,277.75,2.0,4.0,3.0,2.0,2.0,,"the roof and gutters were replaced in 2025 with a transferable warranty. interior was completely repainted in 2026 (8500 value), creating a clean, refreshed interior. major systems have been addressed with an HVAC/heat pump certified."
98199,condo,2007.0,460085.0,444903.0,0.967,800.0,556.13,1.0,2.0,1.0,1.0,1.0,,"this light & bright ground floor unit lives large w/ high ceilings, cherry hardwood floors, a cozy gas fireplace & a spacious private terrace. enjoy peace of mind by investing wisely: new carpet, fresh paint, new water heater, in-unit laundry, large storage unit & designated garage parking."
98026,single_family,1979.0,1149926.0,1149944.0,1.0,2420.0,475.18,2.0,4.0,3.0,2.0,2.0,,"stunningly designed, the 2,420sf, 4 bed, 2.[ADDRESS REDACTED]an features spacious rooms, oversized windows & abundant natural light. gourmet kitchen with granite counters, cooktop island, double ovens & dining nook with 2nd slider opens to huge family room with fireplace."
98027,single_family,1971.0,949934.0,940083.0,0.9896,1920.0,489.63,1.0,3.0,2.0,1.0,2.0,,"the 3-bedroom, 1.75-bath home blends thoughtful updates with spaces designed for everyday ease. the generous primary bedroom features a walk-in closet, while the lower-level family room offers flexible space for movie nights, hobbies, guests."
98108,townhomes,2006.0,775061.0,809921.0,1.045,1800.0,449.96,2.0,4.0,3.0,2.0,2.0,,"the 4-bedroom, 2.5-bath townhome lives just like a detached single-family house. sunlight fills the main level where high ceilings, a one-of-a-kind sunroom and cozy gas fireplace create a warm, inviting atmosphere."
98074,single_family,1992.0,1624922.0,1619938.0,0.9969,2590.0,625.46,2.0,5.0,3.0,2.0,2.0,,"5-bedroom, 2.5-bath home offers quality upgrades and a layout designed for both function and flow. open-concept kitchen anchors the home with two custom islands, quartz countertops, soft-close cabinetry, stainless steel appliances, double ovens, and an industrial-grade hood."
98382,single_family,1986.0,500079.0,541909.0,1.0836,2210.0,245.21,3.0,3.0,3.0,1.0,2.0,,"new owners have updated their homes to offer a stunning view of snow-capped mountains. new exterior paint, new carpets throughout, newer roof, furnace and heat pump."
98229,single_family,1992.0,499097.0,498945.0,0.9997,1140.0,437.67,1.0,3.0,2.0,1.0,2.0,,"easy living in Sudden Valley offers comfortable living at an approachable price. the updated kitchen features honed granite counters, stainless appliances, subway tile backsplash, and soft-close cabinetry."
98258,single_family,2002.0,1399928.0,1399905.0,1.0,3490.0,401.12,2.0,5.0,4.0,2.0,3.0,,"the custom home features a two-story barn ideal for livestock, hobbies, or storage. the thoughtfully designed interior showcases a chef's custom kitchen with high-end appliances, a spacious butler's pantry."
98391,single_family,1985.0,1494942.0,1495087.0,1.0001,3130.0,477.66,1.0,4.0,3.0,3.0,3.0,,"the lake home was built in 1985 as a 2-bedroom lake home. the upper level now lives like newer construction with a 2 bed, 2 bath open-concept design, vaulted ceilings, and a wall of windows."
98502,condo,1980.0,364908.0,349918.0,0.9589,1340.0,261.13,1.0,2.0,2.0,2.0,2.0,,"this is the condo you have been looking for. a spacious, ground-level 2-bedroom, 2-bath condo with sweeping views."
98121,condo,2017.0,648918.0,624906.0,0.963,770.0,811.57,1.0,1.0,1.0,1.0,1.0,,"this bright, open unit lives large with an integrated living/dining area spanned by full length wrap-around view windows. cooking is a breeze in the stylish kitchen with sleek European-inspired cabinetry, built-in Bosch appliances, and quartz surfaces."
98335,single_family,1989.0,1765085.0,1764930.0,0.9999,2610.0,676.22,1.0,3.0,3.0,1.0,2.0,,the rambler is a study in effortless Gig Harbor living. the home is tucked in downtown's premier neighborhood of Soundview Ct.
98258,single_family,2018.0,1195054.0,1194936.0,0.9999,3230.0,369.95,2.0,5.0,3.0,2.0,3.0,,"the 3,234sq ft. 5 bedroom, 2.75 bath, 3 car garage estate is set on a Pristine Lot in a Cul-De-Sac. the interior makes a grand impression with soaring 12-foot ceilings and 9-foot doors, creating an airy, sophisticated atmosphere that radiates modern warmth."
98640,single_family,1996.0,775065.0,706557.0,0.9116,1900.0,371.87,1.0,3.0,3.0,2.0,2.0,,awe-struck at the AMAZING ENTERTAINING space. a creative enclosed courtyard area comes to life w/its firepit.
98023,single_family,1976.0,549861.0,554903.0,1.0092,1840.0,301.58,2.0,4.0,2.0,1.0,2.0,,"this federal Way home features major system updates that provide immediate peace of mind. new roof, newer furnace and water heater installed in 2022, plus fresh interior paint throughout."
98272,mobile,2015.0,850092.0,917070.0,1.0788,4280.0,214.27,1.0,5.0,4.0,3.0,4.0,,"over 2 acres of gently sloping lot surround a charming 3 bed house, separate 1600sf garage and shop. detached orage outbuildings, covered RV parking, well cared for grounds/landscaping."
98683,single_family,1994.0,871272.0,871292.0,1.0,2420.0,360.04,2.0,5.0,2.0,2.0,2.0,3.0,"the large, flat, fully fenced yard is framed by mature trees and provides endless opportunity for outdoor living, entertaining, gardening, or future enhancements. the main level features fresh interior paint, updated lighting, and durable luxury vinyl plank flooring throughout the living areas."
99337,single_family,1998.0,422409.0,422566.0,1.0004,1690.0,250.04,1.0,3.0,2.0,2.0,2.0,3.0,"this one-owner home has been lovingly maintained since the day it was built. the buyer has compiled a detailed binder documenting everything done to the home over the years. this 3-bedroom, 2-bath home features a finished 3-car garage and is tucked into a quiet neighborhood."
98368,single_family,1994.0,565092.0,539902.0,0.9554,1450.0,372.35,1.0,2.0,2.0,2.0,2.0,,"single-story condo with attached 2-car garage leads to light-filled living room with wall of windows and cozy fireplace. primary bedroom features fireplace, walk-in closet and ensuite bath with jetted tub and separate shower."
98332,single_family,1979.0,774931.0,774906.0,1.0,1930.0,401.51,3.0,3.0,3.0,1.0,2.0,,"ideally located in north Gig Harbor, this inviting home offers convenient access to everyday amenities. features fresh updates including new carpet and flooring, with thoughtful improvements throughout."
98903,single_family,2024.0,649900.0,626935.0,0.9647,1800.0,348.3,1.0,3.0,4.0,2.0,2.0,2.0,"newly built in 2024 and set on 2.49 irrigated acres, this west valley gem pairs modern comfort with a true country setting. the private owner's suite offers vaulted ceilings, a large walk-in shower, double-sink vanity, and a walk-out closet."
98058,single_family,1964.0,880014.0,864926.0,0.9829,2530.0,341.87,2.0,4.0,3.0,2.0,2.0,,"the serene property is situated on nearly half an acre of beautifully landscaped grounds. it is move-in ready with new carpets in the main living areas and a high-efficiency furnace installed in 2025. the electrical panel was also updated in 2016, ensuring major mechanical details are already handled."
98445,single_family,1995.0,510062.0,510090.0,1.0001,1680.0,303.62,1.0,3.0,2.0,1.0,2.0,,"rambler in the desirable neighborhood of Tamerlane features formal entry, large living & dining rooms. kitchen has pantry and newer fridge, d/w & center isle range."
99354,single_family,1977.0,460084.0,464939.0,1.0106,1950.0,238.43,1.0,3.0,2.0,2.0,2.0,3.0,"1, 952 sq ft home features 3 bedrooms, 2 bathrooms, and two spacious living areas. a three-car garage provides plenty of parking and storage, complemented by three attached outbuildings."
99403,single_family,1996.0,225082.0,,,3710.0,,2.0,4.0,3.0,3.0,3.0,2.0,"four beds, three baths, a daylight/walkout basement, craft room, office/study, extra storage, dog kennel, and more!"
98368,single_family,1995.0,595057.0,589064.0,0.9899,1300.0,453.13,1.0,2.0,2.0,1.0,2.0,,"open-concept kitchen, dining, and living areas create a spacious feel that lives larger than the square footage suggests. the primary suite is a true retreat with its own propane stove, large walk-in closet, and beautifully updated 2025 bathroom complete with glass doors."
98092,single_family,2014.0,690092.0,679920.0,0.9853,2090.0,325.32,2.0,3.0,3.0,2.0,2.0,,"this almost like new home in Auburn features a welcoming front porch, grand two-story entry, and laminate wood flooring throughout the main level. the beautifully appointed kitchen showcases slab granite countertops, 42-inch upper cabinets, Whirlpool Gold appliances with a gas range and refrigerator included."
98005,single_family,1967.0,2100060.0,2000056.0,0.9524,2630.0,760.48,2.0,4.0,3.0,1.0,3.0,,"stunning residence features all-new systems including furnace, appliances, drywall, interior and exterior paint, complete electrical rewiring, and new plumbing-offering true turnkey peace of mind. chef's kitchen serves as the heart of the home, featuring custom-designed cabinetry, elegant designer countertops, premium stainless steel appliances."
99354,single_family,2007.0,460091.0,536433.0,1.1659,2160.0,248.35,1.0,3.0,2.0,2.0,2.0,2.0,"the 3 BR 2 BA rambler features hardwood floors, vaulted ceilings, granite tile breakfast bar, stainless steel appliances, corner pantry. the primary suite is generously sized and feels like its own getaway, complete with a door to the patio, walk-in closet, and an en suite bath."
99016,single_family,2014.0,400050.0,406096.0,1.0151,1090.0,372.57,1.0,2.0,2.0,2.0,2.0,2.0,"2-bed, 2-bath Craftsman is move-in ready and beautifully maintained. features a stylish kitchen with granite counters, stainless steel appliances, and a center island."
